MetaFemina new-study exclusion ledger
=======================================
PMID | Published date | Screen | Code | Exposure | Cancer | Reason
42198443 | 2026-05-14 | first | S1-NOT-DIRECT | Cannabidiol | Breast cancer | Cannabidiol and other cannabinoids are reviewed as treatments in established preclinical breast cancer models, not as incidence exposures.
42198476 | 2026-05-21 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the apoptosis marker poly(ADP-ribose) polymerase in a breast cancer drug-delivery study.
42199932 | 2026-06-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name of PARP inhibitors, and the article concerns treatment response rather than ovarian cancer incidence.
42200344 | 2026-05-27 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | Alcohol use is analyzed in relation to neurodegenerative diseases, while breast cancer is mentioned only in an unrelated gene-set enrichment finding.
42202048 | 2026-05-27 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name of PARP inhibitors in a study of treatment resistance, not breast cancer incidence.
42202048 | 2026-05-27 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name of PARP inhibitors in a mechanistic study of established ovarian cancer and treatment resistance.
42202649 | 2026-05-25 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is only a scaffold material in an in vitro breast cancer drug-delivery model, with no incidence or risk question.
42202974 | 2026-05-26 | first | S1-NOT-DIRECT | Cannabidiol | Breast cancer | Cannabidiol is studied for alleviating chemotherapy-induced cognitive impairment after breast cancer treatment, not breast cancer incidence.
42203342 | 2026-06-01 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron occurs only in the name of a Chlamydia iron-binding protein, while the evaluated exposure is prior Chlamydia infection rather than nutritional iron.
42204131 | 2026-05-01 | first | S1-NOT-DIRECT | Pyruvate | Breast cancer | Pyruvate is mentioned as an intracellular metabolic intermediate in established breast cancer cells, not as a nutritional exposure related to incidence.
42205193 | 2026-06-01 | first | S1-NOT-DIRECT | Molybdenum | Breast cancer | Molybdenum is a component of an imaging nanoprobe for tumor diagnosis, and breast cancer risk or incidence is not studied.
42205305 | 2026 | first | S1-NOT-DIRECT | Gelatin | Breast cancer | Gelatin appears only in the name of a laboratory zymography assay and is not evaluated as an exposure affecting breast cancer risk.
42205469 | 2026 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is assessed computationally as a potential HER2-targeting therapeutic scaffold rather than as an exposure associated with breast cancer incidence.
42205906 | 2026-06-01 | first | S1-NOT-DIRECT | Zinc | Ovarian cancer | Zinc appears only within the name of a zinc-finger protein in a mechanistic study of ovarian cancer chemoresistance.
42207440 | 2026-06-01 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is discussed mechanistically in ferroptosis within established breast cancer cells rather than as a nutritional exposure associated with cancer incidence.
42208009 | 2026-05-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name of PARP inhibitors in an ovarian cancer mutation-testing study and is not an incidence exposure.
42208897 | 2026-07-01 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | The article studies iron-sulfur cluster machinery in ovarian tumor transplantation models rather than nutritional iron exposure and ovarian cancer incidence.
42209456 | 2026-05-28 | first | S1-NOT-DIRECT | Iron | Breast cancer | The article examines intracellular iron homeostasis and ferroptosis in established breast cancer, not iron exposure as a determinant of incidence.
42209569 | 2026-05-28 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc oxide nanoparticles are tested as a treatment against established breast cancer cells rather than as an exposure related to breast cancer incidence.
42209718 | 2026-05-28 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc-containing nanoparticles are evaluated for antitumor therapy in breast cancer models, with no incidence or risk question.
42210236 | 2026-05-28 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc appears only in the name of a zinc-finger protein studied as a therapeutic target in established breast cancer.
42210419 | 2026-05-28 | first | S1-NOT-DIRECT | Cannabidiol | Breast cancer | Cannabidiol is evaluated as an adjunct to tamoxifen for established breast cancer rather than as a determinant of breast cancer incidence.
42210735 | 2026-07-01 | first | S1-NOT-DIRECT | Selenium | Breast cancer | Selenium is incorporated into a nanotherapy tested against established breast tumors and is not studied as a nutritional risk exposure.
42210795 | 2026-06-01 | first | S1-NOT-DIRECT | Tea | Breast cancer | Iced tea is only an SSB subtype in a metabolic syndrome study stratified by family history, not a breast cancer incidence analysis.
42211829 | 2026 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is evaluated as a cytotoxic therapeutic agent in breast cancer cells rather than as an exposure associated with incident breast cancer.
42212330 | 2026 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron metabolism is examined mechanistically in established ovarian cancer stem cells and chemotherapy resistance, with no incident-cancer question.
42212364 | 2026-07-01 | first | S1-NOT-DIRECT | Zinc | Uterine cancer | The zinc mention refers to zinc-finger transcription factors rather than nutritional zinc exposure or a zinc biomarker.
42213262 | 2026-05-29 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron appears only as part of superparamagnetic iron oxide tracers used for breast cancer lymph-node staging.
42215521 | 2026-05-29 | first | S1-NOT-DIRECT | N-acetylcysteine | Breast cancer | N-acetylcysteine is used experimentally to inhibit oxidative stress in breast cancer cells, not studied as a breast cancer risk exposure.
42216165 | 2026-05-29 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron oxide is a component of nanoparticles applied to established breast cancer cells in an autophagy experiment rather than a nutritional risk exposure.
42217117 | 2026-05-30 | first | S1-NOT-DIRECT | Copper | Ovarian cancer | Copper complexes are tested for cytotoxicity in ovarian cancer cells as potential antitumor agents, with no incidence question.
42219436 | 2026-05-18 | first | S1-NOT-DIRECT | Antioxidants | Ovarian cancer | Plant-derived phenolic extracts are tested for cytotoxic and pro-apoptotic activity in ovarian cancer cells rather than for ovarian cancer risk.
42219449 | 2026-06-01 | first | S1-NOT-DIRECT | Zinc | Breast cancer | The zinc match concerns zinc-finger proteins and their oncogenic mechanisms, not nutritional zinc exposure or zinc status.
42219621 | 2026 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron-dependent ferroptosis is investigated as a treatment mechanism in established ovarian cancer cells, not as an incidence association.
42220424 | 2026 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is a component of a nanoparticle drug-delivery system for breast cancer treatment rather than an incident-cancer exposure.
42220424 | 2026 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid is used to modify targeted liposomes for breast cancer therapy and is not studied as a nutritional risk factor.
42221213 | 2026 | first | S1-NOT-DIRECT | Caffeine | Breast cancer | Caffeine-containing coffee extracts are evaluated for cytotoxic and molecular effects in established breast cancer cell lines, without an incidence analysis.
42221714 | 2026-05-22 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid is used to conjugate carbon dots for breast cancer cell bioimaging rather than studied as a breast cancer risk exposure.
42221714 | 2026-05-22 | first | S1-NOT-DIRECT | Grape | Breast cancer | Grape seed flour is merely the source material for bioimaging carbon dots and is not examined as a dietary breast cancer exposure.
42222391 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Lactobacillus | Breast cancer | This cross-sectional multiomics study compares existing benign, malignant, and postchemotherapy groups for biomarker discrimination and does not evaluate incident breast cancer development.
42222392 | 2026 | first | S1-NOT-DIRECT | Iodine | Ovarian cancer | Iodine is an imaging contrast metric used to assess metastasis burden and surgical resectability in existing ovarian cancer, not a nutritional exposure.
42222396 | 2026 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name poly(ADP-ribose) polymerase inhibitor, a maintenance treatment for existing ovarian cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Calcium | Ovarian cancer | Circulating calcium was measured in patients with existing ovarian cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing ovarian cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Calcium | Uterine cancer | Circulating calcium was measured in patients with existing endometrial cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing uterine cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Copper | Ovarian cancer | Circulating copper was measured in patients with existing ovarian cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing ovarian cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Copper | Uterine cancer | Circulating copper was measured in patients with existing endometrial cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing uterine cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Iron | Ovarian cancer | Circulating iron was measured in patients with existing ovarian cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing ovarian cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Iron | Uterine cancer | Circulating iron was measured in patients with existing endometrial cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing uterine cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Magnesium | Ovarian cancer | Circulating magnesium was measured in patients with existing ovarian cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing ovarian cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Magnesium | Uterine cancer | Circulating magnesium was measured in patients with existing endometrial cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing uterine cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Manganese | Ovarian cancer | Circulating manganese was measured in patients with existing ovarian cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing ovarian cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Manganese | Uterine cancer | Circulating manganese was measured in patients with existing endometrial cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing uterine cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Phosphorus | Ovarian cancer | Circulating phosphorus was measured in patients with existing ovarian cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing ovarian cancer.
42222404 | 2026 | second | S2-DIAGNOSTIC-MECHANISTIC | Phosphorus | Uterine cancer | Circulating phosphorus was measured in patients with existing endometrial cancer and controls to characterize disease-associated biochemical alterations rather than the risk of developing uterine cancer.
