Unsaved PubMed candidates before relevance screening
====================================================
PMID | Published date | Candidate contexts | Title
42078490 | 2026-06-01 | Cannabidiol / Breast cancer / Incidence | Modulation of the endocannabinoid system reduces inflammatory signalling in canine mammary carcinoma cells.
42079011 | 2026-05-01 | Nitric oxide / Breast cancer / Incidence | Comparative Effect of African Walnut Oil and Docosahexaenoic Acid on Hematological and Oxidative Stress Markers of Female Wistar Rats With 7,12-Dimethylbenz[a]anthracene-Induced Breast Cancer.
42079127 | 2026-04-22 | Calcium / Ovarian cancer / Incidence | CACNA1C as a Prognostic Biomarker and Therapeutic Target in High-Grade Serous Ovarian Cancer: Clinical Validation and Molecular Dynamics of Nifedipine Blockade.
42079182 | 2026-04-24 | Calcium / Ovarian cancer / Incidence | Blood Based Biomarkers of DNA Methylation Associated with Platinum Resistance in High Grade Serous Ovarian Cancer.
42079342 | 2026-04-30 | Ashwagandha / Breast cancer / Incidence | Oral Administration of Withaferin A Increases Infiltration of CD4<sup>+</sup> Helper T Cells in a Mouse Model of Mammary Tumor.
42080162 | 2026-04-29 | Nitric oxide / Breast cancer / Incidence | Design, synthesis, biological evaluation, and molecular dynamics study of asymmetric <i>N</i>-isopropyl-4-piperidone diarylpentanoids as potential anticancer and anti-inflammatory agents.
42080183 | 2026-04-29 | Copper / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | Biomedical utility of zinc and copper mediated cerium oxide nanoparticles.
42081167 | 2026-05-15 | Copper / Uterine cancer / Incidence | CAF-Secreted Exosomes Deliver BMP4 to Confer Radiotherapy Resistance in Cervical Cancer Through a Novel Mechanism Linking Nrf2 Activation to Cuproptosis Inhibition.
42081703 | 2026-06-01 | Zinc / Breast cancer / Incidence | Prostate-specific Membrane Antigen-PET/CT in Nonprostatic Malignancies: Potential Applications in Theranostics.
42084548 | 2026-06-01 | Alcohol / Breast cancer / Incidence | Highlights of the San Antonio Breast Cancer Symposium 2025 (Part 1).
42086517 | 2026-04-23 | Ribose / Breast cancer / Incidence | [Expert consensus on the clinical application of PARP inhibitors in breast cancer (2025 edition)].
42086647 | 2026-05-05 | Vitamin D / Breast cancer / Incidence | Pre-treatment vitamin D insufficiency predicts severe paclitaxel-induced sensory neuropathy in breast cancer patients: a prospective cohort study.
42086671 | 2026-05-05 | Ribose / Ovarian cancer / Incidence | Changes in Cyclin E1 expression and CCNE1 amplification in high-grade ovarian carcinomas post-PARP inhibitor exposure.
42088366 | 2026-05-15 | Red meat / Breast cancer / Incidence | Comparative analysis of breast cancer burden in China, India, and the United States.
42088431 | 2026 | Calcium / Breast cancer / Incidence | Shear Stress Promotes Metastasis of Triple-negative Breast Cancer Cells Through Calcium Channel-ROS-FOS Axis.
42088507 | 2026 | Calcium / Breast cancer / Incidence | Evaluation of unipolar and bipolar nanosecond pulses for calcium electrochemotherapy and immune response.
42088572 | 2026 | Iron / Breast cancer / Incidence | OGFOD1: a critical mediator of chemoresistance in acute myeloid leukemia.
42089253 | 2026-05-26 | Calcium / Ovarian cancer / Incidence | Acidic extracellular pH-induced PTH secretion in male mouse parathyroids is OGR1-dependent.
42089417 | 2026-05-06 | Nitric oxide / Breast cancer / Incidence | Lighting up Macrophage Reprogramming Assists Immunosuppressive Niche Modulation in Primary Tumors and Tumor-Draining Lymph Nodes of Breast Cancer.
42089895 | 2026-07-01 | Iron / Breast cancer / Incidence | Polyethylene glycol-liposomal doxorubicin triggers ferroptosis in breast cancer through the KEAP1/NRF2 signaling pathway.
42090009 | 2026-05-06 | Iron / Breast cancer / Incidence | QD394 induces ferroptosis and suppresses the proliferation of colorectal cancer via the SP1/JNK pathway.
42090396 | 2026 | Garlic / Breast cancer / Incidence | In silico evaluation of garlic-derived organosulfur compounds as multi-target inhibitors of breast cancer biomarkers.
42092176 | 2026-05-06 | Ribose / Breast cancer / Incidence | JPI-547, a novel dual inhibitor of PARP1/2 and tankyrase is more effective than first-generation PARP inhibitors in preclinical BRCA1/2-mutated cancer models.
42092653 | 2026-06-01 | Folic acid / Breast cancer / Incidence | Folate-targeted, ethylenediaminetetraacetic acid-embedded, methotrexate-loaded albumin nanoparticles: Molecular modeling, design optimization, and in vitro anticancer evaluation in breast cancer cells.
42094023 | 2026 | Alcohol / Ovarian cancer / Incidence | Temporal trends in behavioural risk factors for cancers with rising incidence in younger adults: an analysis of population-based data in England.
42094736 | 2026 | Iron / Breast cancer / Incidence | Microenvironment-Activated Fe-MOF Nanoplatform Enables Controlled Doxorubicin Release and Ferroptosis-Associated Oxidative Damage in MCF-7 Breast Cancer Cells.
42094803 | 2026 | Manganese / Breast cancer / Incidence | Rutin-encapsulated manganese carbonate nanoparticles for 'liver-dark/tumor-bright' magnetic resonance imaging and inhibition of breast cancer with liver metastases.
42095258 | 2026-05-07 | Ribose / Breast cancer / Incidence | Loss of IGF-1R impairs DNA-PKcs recruitment to chromatin leading to defective end-joining.
42096996 | 2026-07-01 | Berberine / Ovarian cancer / Incidence | Nanocrystalline berberine is associated with improved antitumor activity of PD-1 blockade in ovarian cancer.
42097035 | 2026-07-01 | Nitric oxide / Breast cancer / Incidence | NOS2 and COX2 impact the spatial landscape of CD8<sup>+</sup> T cells in ER-breast cancer, providing novel mechanistic insight that drives tumor progression and poor survival.
42097228 | 2026-07-10 | Ribose / Breast cancer / Incidence | In vivo genetic circuit drives systemic PARP1 siRNA assembly into small extracellular vesicles for BRCA2-deficient breast cancer therapy.
42097427 | 2026-06-01 | Gelatin / Breast cancer / Incidence | In situ forming gelatin/gellan gum hybrid hydrogels containing graphene quantum dots for imaging and effective drug delivery of 5-fluorouracil in local therapy of breast cancer.
42097777 | 2026-07-15 | Chitosan / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | Exosome-camouflaged chitosan/zinc oxide/carbon quantum dot nanocarriers for pH-responsive doxorubicin delivery in breast cancer treatment.
42099148 | 2026-05-04 | Copper / Breast cancer / Incidence | Copper-Redox Cycling by Flavonoid Alpinetin Leads to ROS-Mediated DNA Damage and Apoptosis: A Mechanism for Cancer Chemoprevention.
42099994 | 2026-06-01 | Calcium / Breast cancer / Incidence | A pH-responsive layered double hydroxide nanoradiosensitizer for bone metastasis tumor.
42100288 | 2026 | Iron / Breast cancer / Incidence | SPIO-enhanced MRI for differentiating metastatic from reactive hyperplastic lymph nodes in breast cancer: diagnostic performance and association with VEGF-C expression.
42100959 | 2026-05-01 | Quercetin / Breast cancer / Incidence | Flavonol-mediated modulation of angiogenesis-related microRNAs in breast cancer: a narrative synthesis of current evidence and knowledge gaps.
42101732 | 2026-05-08 | Propolis / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | Comparative efficacy of prevention strategies for oral mucositis in breast cancer patients: a network meta-analysis.
42102789 | 2026-07-01 | Ginseng / Breast cancer / Incidence | Ginsenoside Rg3 improves atezolizumab immune checkpoint therapy in triple-negative breast cancer by targeting FUT8-mediated PD-L1 N-glycosylation.
42104280 | 2026-05-08 | Ribose / Ovarian cancer / Incidence | Severe anemia as a risk factor in Japanese patients with ovarian cancer receiving olaparib: a retrospective study.
42105063 | 2026-04-01 | Alcohol / Uterine cancer / Incidence | A cross-sectional study of phthalate exposure and correlation with testosterone and sex hormone-binding globulin (SHBG) in females in the United States of America (USA).
42105804 | 2026-05-07 | Ginseng / Breast cancer / Incidence | Mechanistic study of pharmacodynamic regulation in tumorigenesis: Epigenetic targeting of key enzymes by active ginsenoside components.
42105964 | 2026-06-05 | Chitosan / Breast cancer / Incidence; Gelatin / Breast cancer / Incidence | Multifunctional electrospun nanofibers for cancer therapy and regenerative reconstruction: current progress and future prospects.
42106560 | 2026-05-09 | Leucine / Breast cancer / Incidence | Autophagy-lysosomal dependency defines a vulnerable physiological state in drug-tolerant persister cells of triple-negative breast cancer.
42106673 | 2026-05-09 | Nitric oxide / Breast cancer / Incidence | Evaluating immunoreactivity of hybridoma-derived antibody mixtures generated against AU-565 cell line for diagnosis and immunotherapy of breast cancer.
42106698 | 2026-05-09 | Iodine / Uterine cancer / Incidence | Analysis of factors influencing the missed diagnosis of cervical precancerous lesions by colposcopy.
42107508 | 2026-07-01 | Ribose / Breast cancer / Incidence | Overcoming breast cancer resistance through targeted protein degradation and next generation chimeras.
42109858 | 2026-06-19 | Vitamin B6 / Ovarian cancer / Incidence | Uncovering metabolic reprogramming in ovarian and cervical cancers with multi-omics.
42110013 | 2026-04-01 | Iron / Breast cancer / Incidence | Cryptogenic Pyogenic Liver Abscess as a Sentinel of Occult Colorectal Cancer: Successful Conservative Management of a Rare Presentation.
42110995 | 2026-04-01 | Phosphorus / Breast cancer / Incidence | Integration of computational optics and machine learning for optimized SPR-based carcinoembryonic antigen detection.
42111497 | 2026 | Copper / Breast cancer / Incidence | Multiomics Characterization of GCSH + Macrophages Reveals Therapeutic Vulnerabilities and Immune-Metabolic Crosstalk in Triple-Negative Breast Cancer.
42111748 | 2026-05-01 | Probiotics / Breast cancer / Incidence | Gut Microbiota and Extraintestinal Cancers: Mechanistic Insights and Microbiome-Targeted Interventions.
42112999 | 2026-06-10 | Calcium / Uterine cancer / Incidence | In vivo inhibition of TDO2 in fibroids results in widespread alteration in the tumor transcriptome.
42114042 | 2026-05-26 | Copper / Breast cancer / Incidence | Logic-Gated Bioorthogonal In Situ Synthesis of Proteolysis-Targeting Chimeras for Precise Protein Degradation and Synergistic Immunotherapy.
42114680 | 2026-05-09 | Iron / Breast cancer / Incidence | Diving into AA9-mediated transglutaminase 2 inhibition reveals ferroptosis as driver of anticancer effects.
42114778 | 2026-07-10 | Manganese / Breast cancer / Incidence | Breaking the oncogene-immune suppression cycle through dual HER2 silencing and innate immune activation by biomineralized DNA nanocomplexes.
42115216 | 2026-05-11 | Iron / Ovarian cancer / Incidence | Ascites protects against ferroptosis and enables the peritoneal growth of ovarian cancer.
42116044 | 2026-05-11 | Folic acid / Ovarian cancer / Incidence | Folic acid-modified antigen-trapping nanoprobes for developing in situ tumor vaccines to inhibit metastasis and recurrence of ovarian cancer.
42116192 | 2026-05-11 | Leucine / Breast cancer / Incidence | High-fat diet reshapes microbial interactions to promote breast cancer stemness via Streptococcus mutans-induced leucine accumulation.
42117168 | 2026-05-12 | Calcium / Breast cancer / Incidence | Antinociception and neuroprotection of the peptidic G protein-coupled estrogen receptor inverse agonist PLMI in the murine model of paclitaxel-induced peripheral neuropathy.
42117345 | 2026-05-12 | Beta-carotene / Breast cancer / Incidence; Soy / Breast cancer / Incidence | Biophysical and biological evaluation of free and liposomal doxorubicin and β-carotene reveals enhanced therapeutic selectivity in MCF-7 breast cancer cells.
42117566 | 2026-05-19 | Zinc / Breast cancer / Incidence | Structure-Based Design of UVRAG-BAX Binding Interface-Targeting Compound Induces Apoptosis and ROS in Breast Cancer Cells.
42117950 | 2026-04-28 | Iron / Breast cancer / Incidence | Co-Delivery of Glucose Oxidase and Iron-Doped ZIF-8 as a pH-Responsive Ferroptosis and Starvation Agent for Triple-Negative Breast Cancer Therapy.
42118333 | 2026-05-12 | Calcium / Breast cancer / Incidence | Preclinical evaluation of anti-orbital ionic calcium compounds reveals differential Annexin V/PI-Defined cell death profiles in MCF-7 breast cancer cells.
42118362 | 2026-05-12 | Resveratrol / Breast cancer / Incidence | JAK/STAT3 axis in breast cancer: opportunities for intervention with natural phytochemical-based nanotherapeutics.
42119178 | 2026-07-16 | Iron / Uterine cancer / Incidence | Baicalin induces ferroptosis in cervical squamous cell carcinoma via the NRF2/SLC7A11/GPX4 signaling axis.
42119635 | 2026-06-01 | Chitosan / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | Chlorogenic acid-ZnO nanocomposite derived from Hydrocotyle javanica Thunb. activates ferroptosis-regulated cell death axis in breast cancer cells.
42119860 | 2026-06-05 | Copper / Breast cancer / Incidence | Novel Cu(II)-complex loaded Eudragit® nanoparticles: design, synthesis, characterization, and enhanced antitumor activity against triple-negative breast cancer.
42120803 | 2026-05-12 | Cartilage / Breast cancer / Incidence; Copper / Breast cancer / Incidence | Click Chemistry-Based Quantification of Extracellular Matrix Turnover for Drug Screening and Regenerative Medicine.
42121306 | 2026-05-01 | Iodine / Breast cancer / Incidence | Phantom evaluation of spectral performance in photon-counting CT for breast cancer imaging.
42121358 | 2026-05-12 | Ribose / Breast cancer / Incidence | Exploring key biomarkers associated with axillary lymph node metastasis in breast cancer using single-cell RNA sequencing and Mendelian randomization.
42121573 | 2026-04-23 | Zinc / Breast cancer / Incidence | Association of Serum Zinc Status with 5-Year Clinical Outcomes in Women with Breast Cancer and Type 2 Diabetes: A Retrospective Cohort Study Using TriNetX.
42121658 | 2026-05-01 | Omega-3 fatty acids / Ovarian cancer / Incidence | Modifiable Lifestyle and Environmental Determinants of Ovarian Cancer Risk: Implications for Primary Prevention.
42121871 | 2026-04-24 | Glutamine / Ovarian cancer / Incidence | Senescent Stroma-Derived Glutamine: A Driver of Aggressiveness in Prostate and Ovarian Cancer Cells.
